upper_bound,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
55,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3308.081099999997,2729.05684171779,3126.4502068181805,2903.6203992740457,3054.76945407166,2766.4410462934943,2381.2830285714263,2310.6255482288825,2210.596656573704,2341.386671688308,2054.8269919597974,1833.8630583025817,1912.4394658795763,1796.8217683501662
56,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3970.3546079999983,3784.686538828631,3141.6845952941158,3635.687740072201,3380.803091854419,3592.460298907954,3266.615021511626,2844.0059209876526,2764.660114285713,2809.5000895069516,3047.745955995054,2676.4738548502964,2396.2387126760555,2550.186270403588,2397.092957692307
57,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3952.840042105262,3772.7145031712453,3143.630508045975,3696.698955789472,3436.734074873524,3664.9983543378985,3331.83236590909,2910.8041030872478,2831.804868702289,2878.5949546468387,3124.72554181818,2760.9048871194354,2473.345303329506,2652.8616381161014,2524.500947236704
58,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4109.918906122448,3926.4615924528275,3277.0279286527507,3860.8084758260857,3590.3467986622063,3862.834903167419,3519.490739154928,3074.6949651131818,3191.559116080401,3241.46792607099,3528.5821106586814,3111.1915416666648,2788.6428286038586,3007.334366233767,2903.8169360655734
59,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4001.358259459458,3827.5265699999986,3192.5655101886787,3761.260974394463,3547.193284385382,3785.9230762886596,3060.946403804346,2677.6940355212328,2794.4939080291947,2844.8025263657937,3093.1594632558113,2823.990113513512,2568.3609833887026,2842.7788789862707,2611.3810090090087
60,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3892.1283191208768,3732.0021336048867,3396.2230118081175,4024.395723440135,3792.3685011345215,4306.4095148571405,3496.8197167767485,3061.178863157892,3254.4841734597157,3320.3393680555537,3677.0218110985243,3353.5896395170125,3049.5492349891992,3399.9221852459013,3125.32516459144
61,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4201.965974380165,4041.715629230767,3693.4852476357255,4548.818915923565,4312.806393948562,4986.3141487248295,4059.618224438901,3610.329421065086,3843.0740700336682,3933.5571846322714,4345.8227445161265,3973.9973110647175,3613.855909146968,3921.271156342183,3328.575819526068
62,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4201.965974380165,4014.8150909774427,3678.84533516295,4698.799823041475,4459.59218245614,5181.507126562497,4225.134746181816,3829.4994784403657,4086.7218575163392,4177.271415974438,4595.440159332637,4200.5865799392095,3821.464783233532,4152.289764435947,3525.576800369004
63,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4144.653091636363,3702.961819933554,4772.9722032786885,4595.769395744681,5345.660083650189,4372.533036879432,3969.825839193729,3570.7909493562233,3655.452876390345,4014.8570441932147,3667.2589628742508,3381.239384675835,3480.8398162465005,3137.696142005418
64,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4093.5815707865167,3948.031012371133,3544.9494283911667,4150.204108029197,3999.996338803895,4765.29605522388,3909.976458536586,3647.675513907284,3280.1519288888862,3414.866360207253,3815.075688,3486.917286297378,3213.2351322488043,2979.4832935483882,2691.4995645833333
65,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4145.552190879479,3736.0454270270275,4396.631852719665,4249.425010386152,5087.3560880382765,4177.958620380739,3901.167143283582,3486.715742331288,3059.711454011742,3460.39104952741,3062.110545724906,2818.1950802197803,2630.7417051724137,2459.058967676766
66,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4382.044267307691,3955.20232366864,4804.751614111262,4653.562599221789,6556.146387096773,5399.3154395675665,5053.312388041236,4523.497444752474,3974.042312333966,4568.807813015582,4041.4749770964836,3731.2048800000002,3489.1002890192804,3263.9955990171984
67,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4524.474168,4355.88520896,3929.6612968980803,4873.45747854251,4719.655444645159,6660.741575229356,5484.50319784715,5138.777062422999,4809.915024371371,4233.186342857142,4869.392514080716,4316.056025772287,4046.6017641558456,3782.0659721995103,3552.343512709832
68,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4561.3115197452225,4122.345571764706,5101.260404295302,4934.376500641849,6169.836983498349,5093.914402484472,4827.83142806324,4839.390349493086,4289.082792553191,5017.5292271011995,4540.1338525423735,4257.815100499167,3996.1023288188985,3743.083121417566
69,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4973.414199652174,4821.4853981538445,4361.161813675213,5753.057125219574,5673.385378846155,7164.386728066528,5925.536249263985,5643.248772607877,5683.137853906934,5033.061485279186,5918.121181967212,5347.246866126417,5026.323762420381,4727.336245921451,4429.891099704142
70,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5392.856083809525,5277.017497872339,4803.812453896961,6548.049069636578,6472.057524324326,8048.310213150147,6683.98649776952,6377.659507747105,6444.011135117055,5723.613156416465,6725.009534847297,6084.929105809451,5520.299546319018,4981.414422757111,4679.684695925661
71,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5414.693307255522,5258.6910025316465,4798.39298925295,6541.916542491272,6507.756240000001,8097.149161403508,6730.328003324102,5737.403779057594,5889.08171663921,5236.742830548927,6198.494870370369,5607.452381679388,5095.19043265306,4599.21430705036,4319.89627277856
72,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4669.904635658914,-1.0,4689.089605427975,6883.5428714828895,6970.052135424355,8016.797684050633,7323.335180730895,6390.090629383887,6595.147868365816,5933.287986899562,6451.93427186147,5861.198774839169,5227.950637953091,4732.6698928086835,4454.462908122503
73,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4126.498202961499,-1.0,4548.438395147314,4753.726292658228,6027.660102205323,5621.372483846731,5210.530009559371,5457.898051704545,4916.867829281768,4623.220229318649,4238.986655017064,3893.3175627717383,3615.2575997399217,3471.7951061980816
74,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4271.690740828403,4297.9807628571425,4708.286934025974,4940.2765850042115,6445.314367551175,6008.712546516853,5574.820036932242,5881.753100707213,5297.290052269601,4977.763274845785,4567.563272875595,4195.815129093369,3889.7873238341963,3739.6807157224684
75,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4543.561943976493,4560.988362765956,5001.6771023215815,5242.35271832636,7120.687670075187,6640.097239524518,6152.383458788773,6491.482858947367,5852.096826757679,5502.095716734693,5051.3756518218615,4641.677250503694,4305.546789453377,4138.040126169405
76,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4302.43493670886,4590.169572345679,6246.456236444444,5825.522554612005,5396.438534497815,5693.977224896264,5135.145398923283,4827.547595171024,4432.419437125747,4074.827979337748,3780.231398984772,3635.7270437928873
77,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4003.97612338983,3744.7295581488925,3562.727792245988,4448.909416050954,3991.2833049098804,3988.9592196395265,3936.568399256503,3750.741941692402,3555.826824519231,3464.8610275862065
78,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3952.944317073169,3694.4040828418224,3515.669911022042,4388.1323824315705,3936.632795776396,3936.3172665838492,3884.927065263156,3703.040754814814,3510.107305225225,3418.5203030303023
79,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4601.262185696669,4436.600562661735,4232.063796435155,-1.0,3729.534516856627,3729.534516856627,3685.215686124401,3574.34441169451,3398.1225203951185,-1.0
80,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4825.0116790378,4677.309645942856,4449.089455821727,4452.200678713969
81,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
82,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
83,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
84,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
