,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
272,14,23265,23317,29548.4,29320.0,-3197.6000000000204,-0.0077296909477332365,23265,23317,52
273,13,23348,23357,30189.0,29555.0,-8242.0,-0.021001026864089556,23348,23357,9
274,14,23430,23443,29066.1,28899.2,-2336.5999999999694,-0.005742084421370475,23430,23443,13
275,13,23452,23528,29204.0,30733.6,19884.79999999998,0.052376386796329166,23452,23528,76
276,14,23549,23572,30076.5,29744.0,-4655.0,-0.011055142719398892,23549,23572,23
277,14,23625,23658,29858.9,29555.8,-4243.400000000031,-0.010151077233253814,23625,23658,33
278,13,23672,23685,29876.0,30228.9,4587.700000000019,0.011812156915249838,23672,23685,13
279,15,23792,23809,28077.8,24172.9,-58573.49999999997,-0.13907428644694375,23792,23809,17
280,17,23978,24024,20643.3,20091.6,-9378.900000000012,-0.026725378209879302,23978,24024,46
281,16,24097,24102,21383.0,21158.9,-3585.5999999999767,-0.010480288079315225,24097,24102,5
282,16,24125,24151,21447.3,20806.1,-10259.200000000012,-0.029896537093247244,24125,24151,26
283,16,24170,24177,21050.0,20701.8,-5571.200000000012,-0.016541567695962045,24170,24177,7
284,16,24233,24244,20289.0,19179.9,-17745.599999999977,-0.05466508945734139,24233,24244,11
285,16,24315,24338,19458.1,19758.4,4804.800000000047,0.01543316151114471,24315,24338,23
286,15,24348,24450,20392.9,21407.5,15218.999999999978,0.049752609977001816,24348,24450,102
287,16,24529,24534,19842.4,19282.3,-8961.600000000035,-0.028227432165463973,24529,24534,5
288,16,24561,24599,20213.4,20541.4,5248.0,0.016226859410094274,24561,24599,38
289,16,24607,24631,20805.7,21193.9,6211.200000000012,0.018658348433362004,24607,24631,24
290,15,24657,24949,22194.8,23951.8,26355.0,0.07916268675545624,24657,24949,292
291,15,25063,25066,22910.9,22624.8,-4291.500000000033,-0.012487505946951138,25063,25066,3
292,15,25075,25121,23034.2,22875.2,-2385.0,-0.0069027793454949915,25075,25121,46
293,15,25152,25179,23796.8,23340.1,-6850.500000000011,-0.01919165602097761,25152,25179,27
294,15,25190,25194,23177.4,22870.7,-4600.500000000011,-0.013232718078818206,25190,25194,4
